file,true,p_happy,p_sad,pred_argmax,pred_thr
happy\crema_happy_female19_actor37_WSI_HAP_XX.wav,happy,0.8919944167137146,0.1080055683851242,happy,happy
happy\crema_happy_female1_actor2_DFA_HAP_XX.wav,happy,0.964974045753479,0.03502592444419861,happy,happy
happy\crema_happy_female1_actor2_IEO_HAP_HI.wav,happy,0.9833552241325378,0.016644781455397606,happy,happy
happy\crema_happy_female1_actor2_IEO_HAP_LO.wav,happy,0.9659414291381836,0.034058578312397,happy,happy
happy\crema_happy_female1_actor2_IEO_HAP_MD.wav,happy,0.9372502565383911,0.06274977326393127,happy,happy
happy\crema_happy_female1_actor2_IOM_HAP_XX.wav,happy,0.9793975949287415,0.02060234732925892,happy,happy
happy\crema_happy_female1_actor2_ITH_HAP_XX.wav,happy,0.9822559356689453,0.01774408482015133,happy,happy
happy\crema_happy_female1_actor2_ITS_HAP_XX.wav,happy,0.822507917881012,0.17749200761318207,happy,happy
happy\crema_happy_female1_actor2_IWL_HAP_XX.wav,happy,0.9489623308181763,0.05103769525885582,happy,happy
happy\crema_happy_female1_actor2_IWW_HAP_XX.wav,happy,0.9839054942131042,0.01609448343515396,happy,happy
happy\crema_happy_female1_actor2_MTI_HAP_XX.wav,happy,0.950903594493866,0.049096427857875824,happy,happy
happy\crema_happy_female1_actor2_TAI_HAP_XX.wav,happy,0.9808619618415833,0.01913810521364212,happy,happy
happy\crema_happy_female1_actor2_TIE_HAP_XX.wav,happy,0.9579375386238098,0.04206244647502899,happy,happy
happy\crema_happy_female1_actor2_TSI_HAP_XX.wav,happy,0.9894779324531555,0.01052207499742508,happy,happy
happy\crema_happy_female1_actor2_WSI_HAP_XX.wav,happy,0.959242582321167,0.04075736925005913,happy,happy
happy\crema_happy_female23_actor49_DFA_HAP_XX.wav,happy,0.9764459133148193,0.023554112762212753,happy,happy
happy\crema_happy_female23_actor49_IEO_HAP_HI.wav,happy,0.9845974445343018,0.015402575954794884,happy,happy
happy\crema_happy_female23_actor49_IEO_HAP_LO.wav,happy,0.7945742607116699,0.20542576909065247,happy,happy
happy\crema_happy_female23_actor49_IEO_HAP_MD.wav,happy,0.9562721848487854,0.04372785612940788,happy,happy
happy\crema_happy_female23_actor49_IOM_HAP_XX.wav,happy,0.9873948097229004,0.012605182826519012,happy,happy
happy\crema_happy_female23_actor49_ITH_HAP_XX.wav,happy,0.9796280860900879,0.020371882244944572,happy,happy
happy\crema_happy_female23_actor49_ITS_HAP_XX.wav,happy,0.9803851842880249,0.019614851102232933,happy,happy
happy\crema_happy_female23_actor49_IWL_HAP_XX.wav,happy,0.9711849689483643,0.02881503663957119,happy,happy
happy\crema_happy_female23_actor49_IWW_HAP_XX.wav,happy,0.9878671169281006,0.012132839299738407,happy,happy
happy\crema_happy_female23_actor49_MTI_HAP_XX.wav,happy,0.9360390901565552,0.06396089494228363,happy,happy
happy\crema_happy_female23_actor49_TAI_HAP_XX.wav,happy,0.9875187277793884,0.012481262907385826,happy,happy
happy\crema_happy_female23_actor49_TIE_HAP_XX.wav,happy,0.9089995622634888,0.09100039303302765,happy,happy
happy\crema_happy_female23_actor49_TSI_HAP_XX.wav,happy,0.9660779237747192,0.03392213210463524,happy,happy
happy\crema_happy_female23_actor49_WSI_HAP_XX.wav,happy,0.9512422680854797,0.048757750540971756,happy,happy
happy\crema_happy_female27_actor55_DFA_HAP_XX.wav,happy,0.9939103126525879,0.0060897101648151875,happy,happy
happy\crema_happy_female27_actor55_IEO_HAP_HI.wav,happy,0.9709288477897644,0.02907109260559082,happy,happy
happy\crema_happy_female27_actor55_IEO_HAP_LO.wav,happy,0.984560489654541,0.015439491719007492,happy,happy
happy\crema_happy_female27_actor55_IEO_HAP_MD.wav,happy,0.9450778365135193,0.05492214113473892,happy,happy
happy\crema_happy_female27_actor55_IOM_HAP_XX.wav,happy,0.9683014154434204,0.0316985659301281,happy,happy
happy\crema_happy_female27_actor55_ITH_HAP_XX.wav,happy,0.9670671224594116,0.03293287381529808,happy,happy
happy\crema_happy_female27_actor55_ITS_HAP_XX.wav,happy,0.8476860523223877,0.1523139327764511,happy,happy
happy\crema_happy_female27_actor55_IWL_HAP_XX.wav,happy,0.9867725968360901,0.013227414339780807,happy,happy
happy\crema_happy_female27_actor55_IWW_HAP_XX.wav,happy,0.8530179858207703,0.14698195457458496,happy,happy
happy\crema_happy_female27_actor55_MTI_HAP_XX.wav,happy,0.34012436866760254,0.6598756313323975,sad,happy
happy\crema_happy_female27_actor55_TAI_HAP_XX.wav,happy,0.9606789350509644,0.03932102397084236,happy,happy
happy\crema_happy_female27_actor55_TIE_HAP_XX.wav,happy,0.9853547811508179,0.014645264483988285,happy,happy
happy\crema_happy_female27_actor55_TSI_HAP_XX.wav,happy,0.9677855372428894,0.032214537262916565,happy,happy
happy\crema_happy_female27_actor55_WSI_HAP_XX.wav,happy,0.9882255792617798,0.011774435639381409,happy,happy
happy\crema_happy_female3_actor4_DFA_HAP_XX.wav,happy,0.9845266342163086,0.015473355539143085,happy,happy
happy\crema_happy_female3_actor4_IEO_HAP_HI.wav,happy,0.9860548377037048,0.013945123180747032,happy,happy
happy\crema_happy_female3_actor4_IEO_HAP_LO.wav,happy,0.9221850037574768,0.07781495898962021,happy,happy
happy\crema_happy_female3_actor4_IEO_HAP_MD.wav,happy,0.9149693250656128,0.0850306898355484,happy,happy
happy\crema_happy_female3_actor4_IOM_HAP_XX.wav,happy,0.820486843585968,0.17951317131519318,happy,happy
happy\crema_happy_female3_actor4_ITH_HAP_XX.wav,happy,0.7238693237304688,0.27613070607185364,happy,happy
happy\crema_happy_female3_actor4_ITS_HAP_XX.wav,happy,0.5369182229042053,0.4630817770957947,happy,happy
happy\crema_happy_female3_actor4_IWL_HAP_XX.wav,happy,0.9863618612289429,0.013638157397508621,happy,happy
happy\crema_happy_female3_actor4_IWW_HAP_XX.wav,happy,0.6072773933410645,0.39272263646125793,happy,happy
happy\crema_happy_female3_actor4_MTI_HAP_XX.wav,happy,0.9412896633148193,0.05871036648750305,happy,happy
happy\crema_happy_female3_actor4_TAI_HAP_XX.wav,happy,0.8906312584877014,0.10936876386404037,happy,happy
happy\crema_happy_female3_actor4_TIE_HAP_XX.wav,happy,0.9779722690582275,0.02202770859003067,happy,happy
happy\crema_happy_female3_actor4_TSI_HAP_XX.wav,happy,0.9419907927513123,0.05800916254520416,happy,happy
happy\crema_happy_female3_actor4_WSI_HAP_XX.wav,happy,0.9828416109085083,0.017158379778265953,happy,happy
happy\crema_happy_female5_actor7_DFA_HAP_XX.wav,happy,0.9624550342559814,0.037544988095760345,happy,happy
happy\crema_happy_female5_actor7_IEO_HAP_HI.wav,happy,0.9908196330070496,0.009180407971143723,happy,happy
happy\crema_happy_female5_actor7_IEO_HAP_LO.wav,happy,0.5738617777824402,0.42613816261291504,happy,happy
happy\crema_happy_female5_actor7_IEO_HAP_MD.wav,happy,0.0738246887922287,0.9261753559112549,sad,sad
happy\crema_happy_female5_actor7_IOM_HAP_XX.wav,happy,0.038327720016241074,0.961672306060791,sad,sad
happy\crema_happy_female5_actor7_ITH_HAP_XX.wav,happy,0.547148585319519,0.45285141468048096,happy,happy
happy\crema_happy_female5_actor7_ITS_HAP_XX.wav,happy,0.6202954053878784,0.37970462441444397,happy,happy
happy\crema_happy_female5_actor7_IWL_HAP_XX.wav,happy,0.8254992961883545,0.17450068891048431,happy,happy
happy\crema_happy_female5_actor7_IWW_HAP_XX.wav,happy,0.24429956078529358,0.755700409412384,sad,sad
happy\crema_happy_female5_actor7_MTI_HAP_XX.wav,happy,0.07324359565973282,0.9267564415931702,sad,sad
happy\crema_happy_female5_actor7_TAI_HAP_XX.wav,happy,0.1509741246700287,0.8490258455276489,sad,sad
happy\crema_happy_female5_actor7_TIE_HAP_XX.wav,happy,0.2647162973880768,0.7352837324142456,sad,sad
happy\crema_happy_female5_actor7_TSI_HAP_XX.wav,happy,0.7452766299247742,0.25472337007522583,happy,happy
happy\crema_happy_female5_actor7_WSI_HAP_XX.wav,happy,0.5621039867401123,0.4378959834575653,happy,happy
happy\crema_happy_female8_actor10_DFA_HAP_XX.wav,happy,0.986027717590332,0.013972295448184013,happy,happy
happy\crema_happy_female8_actor10_IEO_HAP_HI.wav,happy,0.9855250716209412,0.014474933966994286,happy,happy
happy\crema_happy_female8_actor10_IEO_HAP_LO.wav,happy,0.004216891247779131,0.9957830905914307,sad,sad
happy\crema_happy_female8_actor10_IEO_HAP_MD.wav,happy,0.3335375189781189,0.6664624214172363,sad,sad
happy\crema_happy_female8_actor10_IOM_HAP_XX.wav,happy,0.9740205407142639,0.025979476049542427,happy,happy
happy\crema_happy_female8_actor10_ITH_HAP_XX.wav,happy,0.9676010012626648,0.03239898383617401,happy,happy
happy\crema_happy_female8_actor10_ITS_HAP_XX.wav,happy,0.9890062808990479,0.010993706062436104,happy,happy
happy\crema_happy_female8_actor10_IWL_HAP_XX.wav,happy,0.9752358198165894,0.02476418763399124,happy,happy
happy\crema_happy_female8_actor10_IWW_HAP_XX.wav,happy,0.9822507500648499,0.017749255523085594,happy,happy
happy\crema_happy_female8_actor10_MTI_HAP_XX.wav,happy,0.9780112504959106,0.02198874205350876,happy,happy
happy\crema_happy_female8_actor10_TAI_HAP_XX.wav,happy,0.9902044534683228,0.00979552511125803,happy,happy
happy\crema_happy_female8_actor10_TIE_HAP_XX.wav,happy,0.7383717894554138,0.2616282105445862,happy,happy
happy\crema_happy_female8_actor10_TSI_HAP_XX.wav,happy,0.9768879413604736,0.02311205491423607,happy,happy
happy\crema_happy_female8_actor10_WSI_HAP_XX.wav,happy,0.9749656319618225,0.025034377351403236,happy,happy
happy\crema_happy_male15_actor33_DFA_HAP_XX.wav,happy,0.96309894323349,0.03690103068947792,happy,happy
happy\crema_happy_male15_actor33_IEO_HAP_HI.wav,happy,0.9812846779823303,0.01871536113321781,happy,happy
happy\crema_happy_male15_actor33_IEO_HAP_LO.wav,happy,0.9484233260154724,0.05157668516039848,happy,happy
happy\crema_happy_male15_actor33_IEO_HAP_MD.wav,happy,0.9655519127845764,0.034448109567165375,happy,happy
happy\crema_happy_male15_actor33_IOM_HAP_XX.wav,happy,0.9402737617492676,0.05972623825073242,happy,happy
happy\crema_happy_male15_actor33_ITH_HAP_XX.wav,happy,0.9743077754974365,0.025692181661725044,happy,happy
happy\crema_happy_male15_actor33_ITS_HAP_XX.wav,happy,0.6111758351325989,0.38882413506507874,happy,happy
happy\crema_happy_male15_actor33_IWL_HAP_XX.wav,happy,0.9601331949234009,0.03986673802137375,happy,happy
happy\crema_happy_male15_actor33_IWW_HAP_XX.wav,happy,0.9658535122871399,0.034146491438150406,happy,happy
happy\crema_happy_male15_actor33_MTI_HAP_XX.wav,happy,0.9172477126121521,0.08275233954191208,happy,happy
happy\crema_happy_male15_actor33_TAI_HAP_XX.wav,happy,0.8737647533416748,0.1262352615594864,happy,happy
happy\crema_happy_male15_actor33_TIE_HAP_XX.wav,happy,0.9369770884513855,0.06302286684513092,happy,happy
happy\crema_happy_male15_actor33_TSI_HAP_XX.wav,happy,0.9543602466583252,0.04563979059457779,happy,happy
happy\crema_happy_male15_actor33_WSI_HAP_XX.wav,happy,0.9471037983894348,0.05289626121520996,happy,happy
happy\crema_happy_male21_actor40_DFA_HAP_XX.wav,happy,0.9883193969726562,0.0116806011646986,happy,happy
happy\crema_happy_male21_actor40_IEO_HAP_HI.wav,happy,0.8437071442604065,0.1562928706407547,happy,happy
happy\crema_happy_male21_actor40_IEO_HAP_LO.wav,happy,0.9574136734008789,0.0425863042473793,happy,happy
happy\crema_happy_male21_actor40_IEO_HAP_MD.wav,happy,0.15185272693634033,0.8481472730636597,sad,sad
happy\crema_happy_male21_actor40_IOM_HAP_XX.wav,happy,0.5046049356460571,0.4953950345516205,happy,happy
happy\crema_happy_male21_actor40_ITH_HAP_XX.wav,happy,0.1749350130558014,0.8250649571418762,sad,sad
happy\crema_happy_male21_actor40_ITS_HAP_XX.wav,happy,0.315045028924942,0.6849550008773804,sad,sad
happy\crema_happy_male21_actor40_IWL_HAP_XX.wav,happy,0.679165780544281,0.3208342492580414,happy,happy
happy\crema_happy_male21_actor40_IWW_HAP_XX.wav,happy,0.05217450484633446,0.9478254914283752,sad,sad
happy\crema_happy_male21_actor40_MTI_HAP_XX.wav,happy,0.14131130278110504,0.8586887121200562,sad,sad
happy\crema_happy_male21_actor40_TAI_HAP_XX.wav,happy,0.032618530094623566,0.967381477355957,sad,sad
happy\crema_happy_male21_actor40_TIE_HAP_XX.wav,happy,0.7860118746757507,0.21398808062076569,happy,happy
happy\crema_happy_male21_actor40_TSI_HAP_XX.wav,happy,0.35117098689079285,0.6488290429115295,sad,happy
happy\crema_happy_male21_actor40_WSI_HAP_XX.wav,happy,0.5936514139175415,0.4063485562801361,happy,happy
happy\crema_happy_male24_actor44_DFA_HAP_XX.wav,happy,0.9813005924224854,0.018699398264288902,happy,happy
happy\crema_happy_male24_actor44_IEO_HAP_HI.wav,happy,0.4339540898799896,0.5660459399223328,sad,happy
happy\crema_happy_male24_actor44_IEO_HAP_LO.wav,happy,0.9846504926681519,0.015349536202847958,happy,happy
happy\crema_happy_male24_actor44_IEO_HAP_MD.wav,happy,0.8635587692260742,0.13644127547740936,happy,happy
happy\crema_happy_male24_actor44_IOM_HAP_XX.wav,happy,0.9614913463592529,0.03850863128900528,happy,happy
happy\crema_happy_male24_actor44_ITH_HAP_XX.wav,happy,0.917876660823822,0.08212331682443619,happy,happy
happy\crema_happy_male24_actor44_ITS_HAP_XX.wav,happy,0.9011291861534119,0.09887081384658813,happy,happy
happy\crema_happy_male24_actor44_IWL_HAP_XX.wav,happy,0.9524887204170227,0.04751128330826759,happy,happy
happy\crema_happy_male24_actor44_IWW_HAP_XX.wav,happy,0.7731146812438965,0.22688528895378113,happy,happy
happy\crema_happy_male24_actor44_MTI_HAP_XX.wav,happy,0.5629055500030518,0.43709447979927063,happy,happy
happy\crema_happy_male24_actor44_TAI_HAP_XX.wav,happy,0.8280484676361084,0.1719515174627304,happy,happy
happy\crema_happy_male24_actor44_TIE_HAP_XX.wav,happy,0.9010786414146423,0.0989212840795517,happy,happy
happy\crema_happy_male24_actor44_TSI_HAP_XX.wav,happy,0.9509952068328857,0.04900476336479187,happy,happy
happy\crema_happy_male24_actor44_WSI_HAP_XX.wav,happy,0.7981075644493103,0.2018924057483673,happy,happy
happy\crema_happy_male31_actor62_DFA_HAP_XX.wav,happy,0.5701982378959656,0.42980173230171204,happy,happy
happy\crema_happy_male31_actor62_IEO_HAP_HI.wav,happy,0.8613845705986023,0.1386154592037201,happy,happy
happy\crema_happy_male31_actor62_IEO_HAP_LO.wav,happy,0.6418663859367371,0.35813358426094055,happy,happy
happy\crema_happy_male31_actor62_IEO_HAP_MD.wav,happy,0.2928504943847656,0.7071495056152344,sad,sad
happy\crema_happy_male31_actor62_IOM_HAP_XX.wav,happy,0.5876781344413757,0.4123218059539795,happy,happy
happy\crema_happy_male31_actor62_ITH_HAP_XX.wav,happy,0.8083540797233582,0.19164593517780304,happy,happy
happy\crema_happy_male31_actor62_ITS_HAP_XX.wav,happy,0.9647161364555359,0.03528391197323799,happy,happy
happy\crema_happy_male31_actor62_IWL_HAP_XX.wav,happy,0.6543196439743042,0.3456804156303406,happy,happy
happy\crema_happy_male31_actor62_IWW_HAP_XX.wav,happy,0.8925699591636658,0.10743001848459244,happy,happy
happy\crema_happy_male31_actor62_MTI_HAP_XX.wav,happy,0.870564341545105,0.12943564355373383,happy,happy
happy\crema_happy_male31_actor62_TAI_HAP_XX.wav,happy,0.9422317147254944,0.057768333703279495,happy,happy
happy\crema_happy_male31_actor62_TIE_HAP_XX.wav,happy,0.31395965814590454,0.6860403418540955,sad,sad
happy\crema_happy_male31_actor62_TSI_HAP_XX.wav,happy,0.016359714791178703,0.9836402535438538,sad,sad
happy\crema_happy_male31_actor62_WSI_HAP_XX.wav,happy,0.7742206454277039,0.22577932476997375,happy,happy
happy\crema_happy_male38_actor70_DFA_HAP_XX.wav,happy,0.9728848338127136,0.02711518481373787,happy,happy
happy\crema_happy_male38_actor70_IEO_HAP_HI.wav,happy,0.9527758359909058,0.04722420871257782,happy,happy
happy\crema_happy_male38_actor70_IEO_HAP_LO.wav,happy,0.9612417817115784,0.03875821828842163,happy,happy
happy\crema_happy_male38_actor70_IEO_HAP_MD.wav,happy,0.9683568477630615,0.03164321929216385,happy,happy
happy\crema_happy_male38_actor70_IOM_HAP_XX.wav,happy,0.9740689992904663,0.025931034237146378,happy,happy
happy\crema_happy_male38_actor70_ITH_HAP_XX.wav,happy,0.8944903016090393,0.10550972074270248,happy,happy
happy\crema_happy_male38_actor70_ITS_HAP_XX.wav,happy,0.9622361063957214,0.037763938307762146,happy,happy
happy\crema_happy_male38_actor70_IWL_HAP_XX.wav,happy,0.9765804409980774,0.023419618606567383,happy,happy
happy\crema_happy_male38_actor70_IWW_HAP_XX.wav,happy,0.9529313445091248,0.04706868901848793,happy,happy
happy\crema_happy_male38_actor70_MTI_HAP_XX.wav,happy,0.9733434915542603,0.026656508445739746,happy,happy
happy\crema_happy_male38_actor70_TAI_HAP_XX.wav,happy,0.9895710945129395,0.01042886357754469,happy,happy
happy\crema_happy_male38_actor70_TIE_HAP_XX.wav,happy,0.9719126224517822,0.028087332844734192,happy,happy
happy\crema_happy_male38_actor70_TSI_HAP_XX.wav,happy,0.9650171995162964,0.03498273342847824,happy,happy
happy\crema_happy_male38_actor70_WSI_HAP_XX.wav,happy,0.9603691101074219,0.03963090106844902,happy,happy
happy\crema_happy_male40_actor77_DFA_HAP_XX.wav,happy,0.9440016150474548,0.055998317897319794,happy,happy
happy\crema_happy_male40_actor77_IEO_HAP_HI.wav,happy,0.9617744088172913,0.03822561725974083,happy,happy
happy\crema_happy_male40_actor77_IEO_HAP_LO.wav,happy,0.8499732613563538,0.15002672374248505,happy,happy
happy\crema_happy_male40_actor77_IEO_HAP_MD.wav,happy,0.9438992142677307,0.05610082671046257,happy,happy
happy\crema_happy_male40_actor77_IOM_HAP_XX.wav,happy,0.4947162866592407,0.5052836537361145,sad,happy
happy\crema_happy_male40_actor77_ITH_HAP_XX.wav,happy,0.8927963376045227,0.10720372945070267,happy,happy
happy\crema_happy_male40_actor77_ITS_HAP_XX.wav,happy,0.8555577993392944,0.14444226026535034,happy,happy
happy\crema_happy_male40_actor77_IWL_HAP_XX.wav,happy,0.9826571345329285,0.0173428263515234,happy,happy
happy\crema_happy_male40_actor77_IWW_HAP_XX.wav,happy,0.9140907526016235,0.08590921014547348,happy,happy
happy\crema_happy_male40_actor77_MTI_HAP_XX.wav,happy,0.9772036075592041,0.022796405479311943,happy,happy
happy\crema_happy_male40_actor77_TAI_HAP_XX.wav,happy,0.8645943999290466,0.13540560007095337,happy,happy
happy\crema_happy_male40_actor77_TIE_HAP_XX.wav,happy,0.24336984753608704,0.7566301822662354,sad,sad
happy\crema_happy_male40_actor77_TSI_HAP_XX.wav,happy,0.9727895855903625,0.02721034549176693,happy,happy
happy\crema_happy_male40_actor77_WSI_HAP_XX.wav,happy,0.859515368938446,0.14048461616039276,happy,happy
happy\crema_happy_male45_actor86_DFA_HAP_XX.wav,happy,0.970238447189331,0.029761554673314095,happy,happy
happy\crema_happy_male45_actor86_IEO_HAP_HI.wav,happy,0.9826206564903259,0.0173793938010931,happy,happy
happy\crema_happy_male45_actor86_IEO_HAP_LO.wav,happy,0.9731251001358032,0.02687489241361618,happy,happy
happy\crema_happy_male45_actor86_IEO_HAP_MD.wav,happy,0.9738429188728333,0.026157064363360405,happy,happy
happy\crema_happy_male45_actor86_IOM_HAP_XX.wav,happy,0.9851484298706055,0.014851510524749756,happy,happy
happy\crema_happy_male45_actor86_ITH_HAP_XX.wav,happy,0.9338940382003784,0.06610598415136337,happy,happy
happy\crema_happy_male45_actor86_ITS_HAP_XX.wav,happy,0.9710002541542053,0.028999721631407738,happy,happy
happy\crema_happy_male45_actor86_IWL_HAP_XX.wav,happy,0.9883316159248352,0.011668381281197071,happy,happy
happy\crema_happy_male45_actor86_IWW_HAP_XX.wav,happy,0.9814953207969666,0.018504614010453224,happy,happy
happy\crema_happy_male45_actor86_MTI_HAP_XX.wav,happy,0.9856335520744324,0.014366480521857738,happy,happy
happy\crema_happy_male45_actor86_TAI_HAP_XX.wav,happy,0.9196925759315491,0.08030737191438675,happy,happy
happy\crema_happy_male45_actor86_TIE_HAP_XX.wav,happy,0.9525582194328308,0.047441788017749786,happy,happy
happy\crema_happy_male45_actor86_TSI_HAP_XX.wav,happy,0.9210480451583862,0.07895201444625854,happy,happy
happy\crema_happy_male45_actor86_WSI_HAP_XX.wav,happy,0.9824606776237488,0.017539292573928833,happy,happy
happy\crema_happy_male4_actor14_DFA_HAP_XX.wav,happy,0.8455303311347961,0.15446968376636505,happy,happy
happy\crema_happy_male4_actor14_IEO_HAP_HI.wav,happy,0.9804159998893738,0.01958397589623928,happy,happy
happy\crema_happy_male4_actor14_IEO_HAP_LO.wav,happy,0.9608120918273926,0.03918799012899399,happy,happy
happy\crema_happy_male4_actor14_IEO_HAP_MD.wav,happy,0.9839715957641602,0.016028348356485367,happy,happy
happy\crema_happy_male4_actor14_IOM_HAP_XX.wav,happy,0.9866654276847839,0.013334541581571102,happy,happy
happy\crema_happy_male4_actor14_ITH_HAP_XX.wav,happy,0.9105778336524963,0.08942219614982605,happy,happy
happy\crema_happy_male4_actor14_ITS_HAP_XX.wav,happy,0.930961549282074,0.06903842091560364,happy,happy
happy\crema_happy_male4_actor14_IWL_HAP_XX.wav,happy,0.9578710198402405,0.04212895408272743,happy,happy
happy\crema_happy_male4_actor14_IWW_HAP_XX.wav,happy,0.8834835290908813,0.11651649326086044,happy,happy
happy\crema_happy_male4_actor14_MTI_HAP_XX.wav,happy,0.992927610874176,0.007072429172694683,happy,happy
happy\crema_happy_male4_actor14_TAI_HAP_XX.wav,happy,0.9835312366485596,0.01646869070827961,happy,happy
happy\crema_happy_male4_actor14_TIE_HAP_XX.wav,happy,0.9757592082023621,0.024240735918283463,happy,happy
happy\crema_happy_male4_actor14_TSI_HAP_XX.wav,happy,0.9845780730247498,0.015421930700540543,happy,happy
happy\crema_happy_male4_actor14_WSI_HAP_XX.wav,happy,0.9637671709060669,0.03623281791806221,happy,happy
happy\crema_happy_male7_actor17_IEO_HAP_HI.wav,happy,0.9800118207931519,0.01998823508620262,happy,happy
happy\crema_happy_male7_actor17_IEO_HAP_LO.wav,happy,0.9693039059638977,0.030696053057909012,happy,happy
happy\crema_happy_male7_actor17_IEO_HAP_MD.wav,happy,0.96566241979599,0.03433755785226822,happy,happy
happy\crema_happy_male7_actor17_IOM_HAP_XX.wav,happy,0.5602349638938904,0.43976500630378723,happy,happy
happy\crema_happy_male7_actor17_ITH_HAP_XX.wav,happy,0.9562311172485352,0.04376887530088425,happy,happy
happy\crema_happy_male7_actor17_ITS_HAP_XX.wav,happy,0.8168311715126038,0.18316885828971863,happy,happy
